cvtsi2sd xmm1, r12	f2490f2acc	
cvtsi2sd xmm1, qword ptr [rax]	f2480f2a08	
cvtsi2sd xmm1, qword ptr [r13 + r14*2]	f24b0f2a4c7500	
cvtsi2sd xmm12, rax	f24c0f2ae0	
cvtsi2sd xmm12, r12	f24d0f2ae4	
cvtsi2sd xmm12, qword ptr [rax]	f24c0f2a20	
cvtsi2sd xmm12, qword ptr [r13 + r14*2]	f24f0f2a647500	
cvtsi2sd xmm1, eax	f20f2ac8	
cvtsi2sd xmm1, r11d	f2410f2acb	
cvtsi2sd xmm1, dword ptr [rax]	f20f2a08	
cvtsi2sd xmm1, dword ptr [r13 + r14*2]	f2430f2a4c7500	
cvtsi2sd xmm12, eax	f2440f2ae0	
cvtsi2sd xmm12, r11d	f2450f2ae3	
cvtsi2sd xmm12, dword ptr [rax]	f2440f2a20	
cvtsi2sd xmm12, dword ptr [r13 + r14*2]	f2470f2a647500	
cvtsi2ss xmm1, rax	f3480f2ac8	
cvtsi2ss xmm1, r12	f3490f2acc	
cvtsi2ss xmm1, qword ptr [rax]	f3480f2a08	
cvtsi2ss xmm1, qword ptr [r13 + r14*2]	f34b0f2a4c7500	
cvtsi2ss xmm12, rax	f34c0f2ae0	
cvtsi2ss xmm12, r12	f34d0f2ae4	
cvtsi2ss xmm12, qword ptr [rax]	f34c0f2a20	
cvtsi2ss xmm12, qword ptr [r13 + r14*2]	f34f0f2a647500	
cvtsi2ss xmm1, eax	f30f2ac8	
cvtsi2ss xmm1, r11d	f3410f2acb	
cvtsi2ss xmm1, dword ptr [rax]	f30f2a08	
cvtsi2ss xmm1, dword ptr [r13 + r14*2]	f3430f2a4c7500	
cvtsi2ss xmm12, eax	f3440f2ae0	
cvtsi2ss xmm12, r11d	f3450f2ae3	
cvtsi2ss xmm12, dword ptr [rax]	f3440f2a20	
cvtsi2ss xmm12, dword ptr [r13 + r14*2]	f3470f2a647500	
cvttsd2si rax, xmm1	f2480f2cc1	
cvttsd2si rax, xmm12	f2490f2cc4	
cvttsd2si rax, [rax]	f2480f2c00	
cvttsd2si rax, [r13 + r14*2]	f24b0f2c447500	
cvttsd2si r12, xmm1	f24c0f2ce1	
cvttsd2si r12, xmm12	f24d0f2ce4	
cvttsd2si r12, [rax]	f24c0f2c20	
cvttsd2si r12, [r13 + r14*2]	f24f0f2c647500	
cvttsd2si eax, xmm1	f20f2cc1	
cvttsd2si eax, xmm12	f2410f2cc4	
cvttsd2si eax, [rax]	f20f2c00	
cvttsd2si eax, [r13 + r14*2]	f2430f2c447500	
cvttsd2si r11d, xmm1	f2440f2cd9	
cvttsd2si r11d, xmm12	f2450f2cdc	
cvttsd2si r11d, [rax]	f2440f2c18	
cvttsd2si r11d, [r13 + r14*2]	f2470f2c5c7500	
cvtsd2si rax, xmm1	f2480f2dc1	
cvtsd2si rax, xmm12	f2490f2dc4	
cvtsd2si rax, [rax]	f2480f2d00	
cvtsd2si rax, [r13 + r14*2]	f24b0f2d447500	
cvtsd2si r12, xmm1	f24c0f2de1	
cvtsd2si r12, xmm12	f24d0f2de4	
cvtsd2si r12, [rax]	f24c0f2d20	
cvtsd2si r12, [r13 + r14*2]	f24f0f2d647500	
cvttss2si rax, xmm1	f3480f2cc1	
cvttss2si rax, xmm12	f3490f2cc4	
cvttss2si rax, [rax]	f3480f2c00	
cvttss2si rax, [r13 + r14*2]	f34b0f2c447500	
cvttss2si r12, xmm1	f34c0f2ce1	
cvttss2si r12, xmm12	f34d0f2ce4	
cvttss2si r12, [rax]	f34c0f2c20	
cvttss2si r12, [r13 + r14*2]	f34f0f2c647500	
cvtss2si rax, xmm1	f3480f2dc1	
cvtss2si rax, xmm12	f3490f2dc4	
cvtss2si rax, [rax]	f3480f2d00	
cvtss2si rax, [r13 + r14*2]	f34b0f2d447500	
cvtss2si r12, xmm1	f34c0f2de1	
cvtss2si r12, xmm12	f34d0f2de4	
cvtss2si r12, [rax]	f34c0f2d20	
cvtss2si r12, [r13 + r14*2]	f34f0f2d647500	
cvtsd2ss xmm1, xmm1	f20f5ac9	
cvtsd2ss xmm1, xmm12	f2410f5acc	
cvtsd2ss xmm1, [rax]	f20f5a08	
cvtsd2ss xmm1, [r13 + r14*2]	f2430f5a4c7500	
cvtsd2ss xmm12, xmm1	f2440f5ae1	
cvtsd2ss xmm12, xmm12	f2450f5ae4	
cvtsd2ss xmm12, [rax]	f2440f5a20	
cvtsd2ss xmm12, [r13 + r14*2]	f2470f5a647500	
cvtss2sd xmm1, xmm1	f30f5ac9	
cvtss2sd xmm1, xmm12	f3410f5acc	
cvtss2sd xmm1, [rax]	f30f5a08	
cvtss2sd xmm1, [r13 + r14*2]	f3430f5a4c7500	
cvtss2sd xmm12, xmm1	f3440f5ae1	
cvtss2sd xmm12, xmm12	f3450f5ae4	
cvtss2sd xmm12, [rax]	f3440f5a20	
cvtss2sd xmm12, [r13 + r14*2]	f3470f5a647500	
cvtdq2pd xmm1, xmm1	f30fe6c9	
cvtdq2pd xmm1, xmm12	f3410fe6cc	
cvtdq2pd xmm1, [rax]	f30fe608	
cvtdq2pd xmm1, [r13 + r14*2]	f3430fe64c7500	
cvtdq2pd xmm12, xmm1	f3440fe6e1	
cvtdq2pd xmm12, xmm12	f3450fe6e4	
cvtdq2pd xmm12, [rax]	f3440fe620	
cvtdq2pd xmm12, [r13 + r14*2]	f3470fe6647500	
cvtdq2ps xmm1, xmm1	0f5bc9	
cvtdq2ps xmm1, xmm12	410f5bcc	
cvtdq2ps xmm1, [rax]	0f5b08	
cvtdq2ps xmm1, [r13 + r14*2]	430f5b4c7500	
cvtdq2ps xmm12, xmm1	440f5be1	
cvtdq2ps xmm12, xmm12	450f5be4	
cvtdq2ps xmm12, [rax]	440f5b20	
cvtdq2ps xmm12, [r13 + r14*2]	470f5b647500	
cvtpd2ps xmm1, xmm1	660f5ac9	
cvtpd2ps xmm1, xmm12	66410f5acc	
cvtpd2ps xmm1, [rax]	660f5a08	
cvtpd2ps xmm1, [r13 + r14*2]	66430f5a4c7500	
cvtpd2ps xmm12, xmm1	66440f5ae1	
cvtpd2ps xmm12, xmm12	66450f5ae4	
cvtpd2ps xmm12, [rax]	66440f5a20	
cvtpd2ps xmm12, [r13 + r14*2]	66470f5a647500	
cvtps2pd xmm1, xmm1	0f5ac9	
cvtps2pd xmm1, xmm12	410f5acc	
cvtps2pd xmm1, [rax]	0f5a08	
cvtps2pd xmm1, [r13 + r14*2]	430f5a4c7500	
cvtps2pd xmm12, xmm1	440f5ae1	
cvtps2pd xmm12, xmm12	450f5ae4	
cvtps2pd xmm12, [rax]	440f5a20	
cvtps2pd xmm12, [r13 + r14*2]	470f5a647500	
shufps xmm1, xmm1, 0x7f	0fc6c97f	
shufps xmm1, xmm12, 0x7f	410fc6cc7f	
shufps xmm1, [rax], 0x7f	0fc6087f	
shufps xmm1, [r13 + r14*2], 0x7f	430fc64c75007f	
shufps xmm12, xmm1, 0x7f	440fc6e17f	
shufps xmm12, xmm12, 0x7f	450fc6e47f	
shufps xmm12, [rax], 0x7f	440fc6207f	
shufps xmm12, [r13 + r14*2], 0x7f	470fc66475007f	
shufpd xmm1, xmm1, 0x7f	660fc6c97f	
shufpd xmm1, xmm12, 0x7f	66410fc6cc7f	
shufpd xmm1, [rax], 0x7f	660fc6087f	
shufpd xmm1, [r13 + r14*2], 0x7f	66430fc64c75007f	
shufpd xmm12, xmm1, 0x7f	66440fc6e17f	
shufpd xmm12, xmm12, 0x7f	66450fc6e47f	
shufpd xmm12, [rax], 0x7f	66440fc6207f	
shufpd xmm12, [r13 + r14*2], 0x7f	66470fc66475007f	
pshufd xmm1, xmm1, 0x7f	660f70c97f	
pshufd xmm1, xmm12, 0x7f	66410f70cc7f	
pshufd xmm1, [rax], 0x7f	660f70087f	
pshufd xmm1, [r13 + r14*2], 0x7f	66430f704c75007f	
pshufd xmm12, xmm1, 0x7f	66440f70e17f	
pshufd xmm12, xmm12, 0x7f	66450f70e47f	
pshufd xmm12, [rax], 0x7f	66440f70207f	
pshufd xmm12, [r13 + r14*2], 0x7f	66470f706475007f	
vaddps xmm1, xmm1, xmm1	c5f058c9	
vaddps xmm1, xmm1, xmm12	c59858c9	
vaddps xmm1, xmm1, [rax]	c5f05808	
vaddps xmm1, xmm1, [r13 + r14*2]	c48170584c7500	
vaddps xmm1, xmm12, xmm1	c59858c9	
vaddps xmm1, xmm12, xmm12	c4c11858cc	
vaddps xmm1, xmm12, [rax]	c5985808	
vaddps xmm1, xmm12, [r13 + r14*2]	c48118584c7500	
vaddps xmm12, xmm1, xmm1	c57058e1	
vaddps xmm12, xmm1, xmm12	c51858e1	
vaddps xmm12, xmm1, [rax]	c5705820	
vaddps xmm12, xmm1, [r13 + r14*2]	c4017058647500	
vaddps xmm12, xmm12, xmm1	c51858e1	
vaddps xmm12, xmm12, xmm12	c4411858e4	
vaddps xmm12, xmm12, [rax]	c5185820	
vaddps xmm12, xmm12, [r13 + r14*2]	c4011858647500	
vaddps ymm1, ymm1, ymm1	c5f458c9	
vaddps ymm1, ymm1, ymm12	c59c58c9	
vaddps ymm1, ymm1, [rax]	c5f45808	
vaddps ymm1, ymm1, [r13 + r14*2]	c48174584c7500	
vaddps ymm1, ymm12, ymm1	c59c58c9	
vaddps ymm1, ymm12, ymm12	c4c11c58cc	
vaddps ymm1, ymm12, [rax]	c59c5808	
vaddps ymm1, ymm12, [r13 + r14*2]	c4811c584c7500	
vaddps ymm12, ymm1, ymm1	c57458e1	
vaddps ymm12, ymm1, ymm12	c51c58e1	
vaddps ymm12, ymm1, [rax]	c5745820	
vaddps ymm12, ymm1, [r13 + r14*2]	c4017458647500	
vaddps ymm12, ymm12, ymm1	c51c58e1	
vaddps ymm12, ymm12, ymm12	c4411c58e4	
vaddps ymm12, ymm12, [rax]	c51c5820	
vaddps ymm12, ymm12, [r13 + r14*2]	c4011c58647500	
vsubps xmm1, xmm1, xmm1	c5f05cc9	
vsubps xmm1, xmm1, xmm12	c4c1705ccc	
vsubps xmm1, xmm1, [rax]	c5f05c08	
vsubps xmm1, xmm1, [r13 + r14*2]	c481705c4c7500	
vsubps xmm1, xmm12, xmm1	c5985cc9	
vsubps xmm1, xmm12, xmm12	c4c1185ccc	
vsubps xmm1, xmm12, [rax]	c5985c08	
vsubps xmm1, xmm12, [r13 + r14*2]	c481185c4c7500	
vsubps xmm12, xmm1, xmm1	c5705ce1	
vsubps xmm12, xmm1, xmm12	c441705ce4	
vsubps xmm12, xmm1, [rax]	c5705c20	
vsubps xmm12, xmm1, [r13 + r14*2]	c401705c647500	
vsubps xmm12, xmm12, xmm1	c5185ce1	
vsubps xmm12, xmm12, xmm12	c441185ce4	
vsubps xmm12, xmm12, [rax]	c5185c20	
vsubps xmm12, xmm12, [r13 + r14*2]	c401185c647500	
vsubps ymm1, ymm1, ymm1	c5f45cc9	
vsubps ymm1, ymm1, ymm12	c4c1745ccc	
vsubps ymm1, ymm1, [rax]	c5f45c08	
vsubps ymm1, ymm1, [r13 + r14*2]	c481745c4c7500	
vsubps ymm1, ymm12, ymm1	c59c5cc9	
vsubps ymm1, ymm12, ymm12	c4c11c5ccc	
vsubps ymm1, ymm12, [rax]	c59c5c08	
vsubps ymm1, ymm12, [r13 + r14*2]	c4811c5c4c7500	
vsubps ymm12, ymm1, ymm1	c5745ce1	
vsubps ymm12, ymm1, ymm12	c441745ce4	
vsubps ymm12, ymm1, [rax]	c5745c20	
vsubps ymm12, ymm1, [r13 + r14*2]	c401745c647500	
vsubps ymm12, ymm12, ymm1	c51c5ce1	
vsubps ymm12, ymm12, ymm12	c4411c5ce4	
vsubps ymm12, ymm12, [rax]	c51c5c20	
vsubps ymm12, ymm12, [r13 + r14*2]	c4011c5c647500	
vmulps xmm1, xmm1, xmm1	c5f059c9	
vmulps xmm1, xmm1, xmm12	c59859c9	
vmulps xmm1, xmm1, [rax]	c5f05908	
vmulps xmm1, xmm1, [r13 + r14*2]	c48170594c7500	
vmulps xmm1, xmm12, xmm1	c59859c9	
vmulps xmm1, xmm12, xmm12	c4c11859cc	
vmulps xmm1, xmm12, [rax]	c5985908	
vmulps xmm1, xmm12, [r13 + r14*2]	c48118594c7500	
vmulps xmm12, xmm1, xmm1	c57059e1	
vmulps xmm12, xmm1, xmm12	c51859e1	
vmulps xmm12, xmm1, [rax]	c5705920	
vmulps xmm12, xmm1, [r13 + r14*2]	c4017059647500	
vmulps xmm12, xmm12, xmm1	c51859e1	
vmulps xmm12, xmm12, xmm12	c4411859e4	
vmulps xmm12, xmm12, [rax]	c5185920	
vmulps xmm12, xmm12, [r13 + r14*2]	c4011859647500	
vmulps ymm1, ymm1, ymm1	c5f459c9	
vmulps ymm1, ymm1, ymm12	c59c59c9	
vmulps ymm1, ymm1, [rax]	c5f45908	
vmulps ymm1, ymm1, [r13 + r14*2]	c48174594c7500	
vmulps ymm1, ymm12, ymm1	c59c59c9	
vmulps ymm1, ymm12, ymm12	c4c11c59cc	
vmulps ymm1, ymm12, [rax]	c59c5908	
vmulps ymm1, ymm12, [r13 + r14*2]	c4811c594c7500	
vmulps ymm12, ymm1, ymm1	c57459e1	
vmulps ymm12, ymm1, ymm12	c51c59e1	
vmulps ymm12, ymm1, [rax]	c5745920	
vmulps ymm12, ymm1, [r13 + r14*2]	c4017459647500	
vmulps ymm12, ymm12, ymm1	c51c59e1	
vmulps ymm12, ymm12, ymm12	c4411c59e4	
vmulps ymm12, ymm12, [rax]	c51c5920	
vmulps ymm12, ymm12, [r13 + r14*2]	c4011c59647500	
vdivps xmm1, xmm1, xmm1	c5f05ec9	
vdivps xmm1, xmm1, xmm12	c4c1705ecc	
vdivps xmm1, xmm1, [rax]	c5f05e08	
vdivps xmm1, xmm1, [r13 + r14*2]	c481705e4c7500	
vdivps xmm1, xmm12, xmm1	c5985ec9	
vdivps xmm1, xmm12, xmm12	c4c1185ecc	
vdivps xmm1, xmm12, [rax]	c5985e08	
vdivps xmm1, xmm12, [r13 + r14*2]	c481185e4c7500	
vdivps xmm12, xmm1, xmm1	c5705ee1	
vdivps xmm12, xmm1, xmm12	c441705ee4	
vdivps xmm12, xmm1, [rax]	c5705e20	
vdivps xmm12, xmm1, [r13 + r14*2]	c401705e647500	
vdivps xmm12, xmm12, xmm1	c5185ee1	
vdivps xmm12, xmm12, xmm12	c441185ee4	
vdivps xmm12, xmm12, [rax]	c5185e20	
vdivps xmm12, xmm12, [r13 + r14*2]	c401185e647500	
vdivps ymm1, ymm1, ymm1	c5f45ec9	
vdivps ymm1, ymm1, ymm12	c4c1745ecc	
vdivps ymm1, ymm1, [rax]	c5f45e08	
vdivps ymm1, ymm1, [r13 + r14*2]	c481745e4c7500	
vdivps ymm1, ymm12, ymm1	c59c5ec9	
vdivps ymm1, ymm12, ymm12	c4c11c5ecc	
vdivps ymm1, ymm12, [rax]	c59c5e08	
vdivps ymm1, ymm12, [r13 + r14*2]	c4811c5e4c7500	
vdivps ymm12, ymm1, ymm1	c5745ee1	
vdivps ymm12, ymm1, ymm12	c441745ee4	
vdivps ymm12, ymm1, [rax]	c5745e20	
vdivps ymm12, ymm1, [r13 + r14*2]	c401745e647500	
vdivps ymm12, ymm12, ymm1	c51c5ee1	
vdivps ymm12, ymm12, ymm12	c4411c5ee4	
vdivps ymm12, ymm12, [rax]	c51c5e20	
vdivps ymm12, ymm12, [r13 + r14*2]	c4011c5e647500	
vminps xmm1, xmm1, xmm1	c5f05dc9	
vminps xmm1, xmm1, xmm12	c4c1705dcc	
vminps xmm1, xmm1, [rax]	c5f05d08	
vminps xmm1, xmm1, [r13 + r14*2]	c481705d4c7500	
vminps xmm1, xmm12, xmm1	c5985dc9	
vminps xmm1, xmm12, xmm12	c4c1185dcc	
vminps xmm1, xmm12, [rax]	c5985d08	
vminps xmm1, xmm12, [r13 + r14*2]	c481185d4c7500	
vminps xmm12, xmm1, xmm1	c5705de1	
vminps xmm12, xmm1, xmm12	c441705de4	
vminps xmm12, xmm1, [rax]	c5705d20	
vminps xmm12, xmm1, [r13 + r14*2]	c401705d647500	
vminps xmm12, xmm12, xmm1	c5185de1	
vminps xmm12, xmm12, xmm12	c441185de4	
vminps xmm12, xmm12, [rax]	c5185d20	
vminps xmm12, xmm12, [r13 + r14*2]	c401185d647500	
vminps ymm1, ymm1, ymm1	c5f45dc9	
vminps ymm1, ymm1, ymm12	c4c1745dcc	
vminps ymm1, ymm1, [rax]	c5f45d08	
vminps ymm1, ymm1, [r13 + r14*2]	c481745d4c7500	
vminps ymm1, ymm12, ymm1	c59c5dc9	
vminps ymm1, ymm12, ymm12	c4c11c5dcc	
vminps ymm1, ymm12, [rax]	c59c5d08	
vminps ymm1, ymm12, [r13 + r14*2]	c4811c5d4c7500	
vminps ymm12, ymm1, ymm1	c5745de1	
vminps ymm12, ymm1, ymm12	c441745de4	
vminps ymm12, ymm1, [rax]	c5745d20	
vminps ymm12, ymm1, [r13 + r14*2]	c401745d647500	
vminps ymm12, ymm12, ymm1	c51c5de1	
vminps ymm12, ymm12, ymm12	c4411c5de4	
vminps ymm12, ymm12, [rax]	c51c5d20	
vminps ymm12, ymm12, [r13 + r14*2]	c4011c5d647500	
vmaxps xmm1, xmm1, xmm1	c5f05fc9	
vmaxps xmm1, xmm1, xmm12	c4c1705fcc	
vmaxps xmm1, xmm1, [rax]	c5f05f08	
vmaxps xmm1, xmm1, [r13 + r14*2]	c481705f4c7500	
vmaxps xmm1, xmm12, xmm1	c5985fc9	
vmaxps xmm1, xmm12, xmm12	c4c1185fcc	
vmaxps xmm1, xmm12, [rax]	c5985f08	
vmaxps xmm1, xmm12, [r13 + r14*2]	c481185f4c7500	
vmaxps xmm12, xmm1, xmm1	c5705fe1	
vmaxps xmm12, xmm1, xmm12	c441705fe4	
vmaxps xmm12, xmm1, [rax]	c5705f20	
vmaxps xmm12, xmm1, [r13 + r14*2]	c401705f647500	
vmaxps xmm12, xmm12, xmm1	c5185fe1	
vmaxps xmm12, xmm12, xmm12	c441185fe4	
vmaxps xmm12, xmm12, [rax]	c5185f20	
vmaxps xmm12, xmm12, [r13 + r14*2]	c401185f647500	
vmaxps ymm1, ymm1, ymm1	c5f45fc9	
vmaxps ymm1, ymm1, ymm12	c4c1745fcc	
vmaxps ymm1, ymm1, [rax]	c5f45f08	
vmaxps ymm1, ymm1, [r13 + r14*2]	c481745f4c7500	
vmaxps ymm1, ymm12, ymm1	c59c5fc9	
vmaxps ymm1, ymm12, ymm12	c4c11c5fcc	
vmaxps ymm1, ymm12, [rax]	c59c5f08	
vmaxps ymm1, ymm12, [r13 + r14*2]	c4811c5f4c7500	
vmaxps ymm12, ymm1, ymm1	c5745fe1	
vmaxps ymm12, ymm1, ymm12	c441745fe4	
vmaxps ymm12, ymm1, [rax]	c5745f20	
vmaxps ymm12, ymm1, [r13 + r14*2]	c401745f647500	
vmaxps ymm12, ymm12, ymm1	c51c5fe1	
vmaxps ymm12, ymm12, ymm12	c4411c5fe4	
vmaxps ymm12, ymm12, [rax]	c51c5f20	
vmaxps ymm12, ymm12, [r13 + r14*2]	c4011c5f647500	
vandps xmm1, xmm1, xmm1	c5f054c9	
vandps xmm1, xmm1, xmm12	c59854c9	
vandps xmm1, xmm1, [rax]	c5f05408	
vandps xmm1, xmm1, [r13 + r14*2]	c48170544c7500	
vandps xmm1, xmm12, xmm1	c59854c9	
vandps xmm1, xmm12, xmm12	c4c11854cc	
vandps xmm1, xmm12, [rax]	c5985408	
vandps xmm1, xmm12, [r13 + r14*2]	c48118544c7500	
vandps xmm12, xmm1, xmm1	c57054e1	
vandps xmm12, xmm1, xmm12	c51854e1	
vandps xmm12, xmm1, [rax]	c5705420	
vandps xmm12, xmm1, [r13 + r14*2]	c4017054647500	
vandps xmm12, xmm12, xmm1	c51854e1	
vandps xmm12, xmm12, xmm12	c4411854e4	
vandps xmm12, xmm12, [rax]	c5185420	
vandps xmm12, xmm12, [r13 + r14*2]	c4011854647500	
vandps ymm1, ymm1, ymm1	c5f454c9	
vandps ymm1, ymm1, ymm12	c59c54c9	
vandps ymm1, ymm1, [rax]	c5f45408	
vandps ymm1, ymm1, [r13 + r14*2]	c48174544c7500	
vandps ymm1, ymm12, ymm1	c59c54c9	
vandps ymm1, ymm12, ymm12	c4c11c54cc	
vandps ymm1, ymm12, [rax]	c59c5408	
vandps ymm1, ymm12, [r13 + r14*2]	c4811c544c7500	
vandps ymm12, ymm1, ymm1	c57454e1	
vandps ymm12, ymm1, ymm12	c51c54e1	
vandps ymm12, ymm1, [rax]	c5745420	
vandps ymm12, ymm1, [r13 + r14*2]	c4017454647500	
vandps ymm12, ymm12, ymm1	c51c54e1	
vandps ymm12, ymm12, ymm12	c4411c54e4	
vandps ymm12, ymm12, [rax]	c51c5420	
vandps ymm12, ymm12, [r13 + r14*2]	c4011c54647500	
vandnps xmm1, xmm1, xmm1	c5f055c9	
vandnps xmm1, xmm1, xmm12	c4c17055cc	
vandnps xmm1, xmm1, [rax]	c5f05508	
vandnps xmm1, xmm1, [r13 + r14*2]	c48170554c7500	
vandnps xmm1, xmm12, xmm1	c59855c9	
vandnps xmm1, xmm12, xmm12	c4c11855cc	
vandnps xmm1, xmm12, [rax]	c5985508	
vandnps xmm1, xmm12, [r13 + r14*2]	c48118554c7500	
vandnps xmm12, xmm1, xmm1	c57055e1	
vandnps xmm12, xmm1, xmm12	c4417055e4	
vandnps xmm12, xmm1, [rax]	c5705520	
vandnps xmm12, xmm1, [r13 + r14*2]	c4017055647500	
vandnps xmm12, xmm12, xmm1	c51855e1	
vandnps xmm12, xmm12, xmm12	c4411855e4	
vandnps xmm12, xmm12, [rax]	c5185520	
vandnps xmm12, xmm12, [r13 + r14*2]	c4011855647500	
vandnps ymm1, ymm1, ymm1	c5f455c9	
vandnps ymm1, ymm1, ymm12	c4c17455cc	
vandnps ymm1, ymm1, [rax]	c5f45508	
vandnps ymm1, ymm1, [r13 + r14*2]	c48174554c7500	
vandnps ymm1, ymm12, ymm1	c59c55c9	
vandnps ymm1, ymm12, ymm12	c4c11c55cc	
vandnps ymm1, ymm12, [rax]	c59c5508	
vandnps ymm1, ymm12, [r13 + r14*2]	c4811c554c7500	
vandnps ymm12, ymm1, ymm1	c57455e1	
vandnps ymm12, ymm1, ymm12	c4417455e4	
vandnps ymm12, ymm1, [rax]	c5745520	
vandnps ymm12, ymm1, [r13 + r14*2]	c4017455647500	
vandnps ymm12, ymm12, ymm1	c51c55e1	
vandnps ymm12, ymm12, ymm12	c4411c55e4	
vandnps ymm12, ymm12, [rax]	c51c5520	
vandnps ymm12, ymm12, [r13 + r14*2]	c4011c55647500	
vorps xmm1, xmm1, xmm1	c5f056c9	
vorps xmm1, xmm1, xmm12	c59856c9	
vorps xmm1, xmm1, [rax]	c5f05608	
vorps xmm1, xmm1, [r13 + r14*2]	c48170564c7500	
vorps xmm1, xmm12, xmm1	c59856c9	
vorps xmm1, xmm12, xmm12	c4c11856cc	
vorps xmm1, xmm12, [rax]	c5985608	
vorps xmm1, xmm12, [r13 + r14*2]	c48118564c7500	
vorps xmm12, xmm1, xmm1	c57056e1	
vorps xmm12, xmm1, xmm12	c51856e1	
vorps xmm12, xmm1, [rax]	c5705620	
vorps xmm12, xmm1, [r13 + r14*2]	c4017056647500	
vorps xmm12, xmm12, xmm1	c51856e1	
vorps xmm12, xmm12, xmm12	c4411856e4	
vorps xmm12, xmm12, [rax]	c5185620	
vorps xmm12, xmm12, [r13 + r14*2]	c4011856647500	
vorps ymm1, ymm1, ymm1	c5f456c9	
vorps ymm1, ymm1, ymm12	c59c56c9	
vorps ymm1, ymm1, [rax]	c5f45608	
vorps ymm1, ymm1, [r13 + r14*2]	c48174564c7500	
vorps ymm1, ymm12, ymm1	c59c56c9	
vorps ymm1, ymm12, ymm12	c4c11c56cc	
vorps ymm1, ymm12, [rax]	c59c5608	
vorps ymm1, ymm12, [r13 + r14*2]	c4811c564c7500	
vorps ymm12, ymm1, ymm1	c57456e1	
vorps ymm12, ymm1, ymm12	c51c56e1	
vorps ymm12, ymm1, [rax]	c5745620	
vorps ymm12, ymm1, [r13 + r14*2]	c4017456647500	
vorps ymm12, ymm12, ymm1	c51c56e1	
vorps ymm12, ymm12, ymm12	c4411c56e4	
vorps ymm12, ymm12, [rax]	c51c5620	
vorps ymm12, ymm12, [r13 + r14*2]	c4011c56647500	
vxorps xmm1, xmm1, xmm1	c5f057c9	
vxorps xmm1, xmm1, xmm12	c59857c9	
vxorps xmm1, xmm1, [rax]	c5f05708	
vxorps xmm1, xmm1, [r13 + r14*2]	c48170574c7500	
vxorps xmm1, xmm12, xmm1	c59857c9	
vxorps xmm1, xmm12, xmm12	c4c11857cc	
vxorps xmm1, xmm12, [rax]	c5985708	
vxorps xmm1, xmm12, [r13 + r14*2]	c48118574c7500	
vxorps xmm12, xmm1, xmm1	c57057e1	
vxorps xmm12, xmm1, xmm12	c51857e1	
vxorps xmm12, xmm1, [rax]	c5705720	
vxorps xmm12, xmm1, [r13 + r14*2]	c4017057647500	
vxorps xmm12, xmm12, xmm1	c51857e1	
vxorps xmm12, xmm12, xmm12	c4411857e4	
vxorps xmm12, xmm12, [rax]	c5185720	
vxorps xmm12, xmm12, [r13 + r14*2]	c4011857647500	
vxorps ymm1, ymm1, ymm1	c5f457c9	
vxorps ymm1, ymm1, ymm12	c59c57c9	
vxorps ymm1, ymm1, [rax]	c5f45708	
vxorps ymm1, ymm1, [r13 + r14*2]	c48174574c7500	
vxorps ymm1, ymm12, ymm1	c59c57c9	
vxorps ymm1, ymm12, ymm12	c4c11c57cc	
vxorps ymm1, ymm12, [rax]	c59c5708	
vxorps ymm1, ymm12, [r13 + r14*2]	c4811c574c7500	
vxorps ymm12, ymm1, ymm1	c57457e1	
vxorps ymm12, ymm1, ymm12	c51c57e1	
vxorps ymm12, ymm1, [rax]	c5745720	
vxorps ymm12, ymm1, [r13 + r14*2]	c4017457647500	
vxorps ymm12, ymm12, ymm1	c51c57e1	
vxorps ymm12, ymm12, ymm12	c4411c57e4	
vxorps ymm12, ymm12, [rax]	c51c5720	
vxorps ymm12, ymm12, [r13 + r14*2]	c4011c57647500	
vunpcklps xmm1, xmm1, xmm1	c5f014c9	
vunpcklps xmm1, xmm1, xmm12	c4c17014cc	
vunpcklps xmm1, xmm1, [rax]	c5f01408	
vunpcklps xmm1, xmm1, [r13 + r14*2]	c48170144c7500	
vunpcklps xmm1, xmm12, xmm1	c59814c9	
vunpcklps xmm1, xmm12, xmm12	c4c11814cc	
vunpcklps xmm1, xmm12, [rax]	c5981408	
vunpcklps xmm1, xmm12, [r13 + r14*2]	c48118144c7500	
vunpcklps xmm12, xmm1, xmm1	c57014e1	
vunpcklps xmm12, xmm1, xmm12	c4417014e4	
vunpcklps xmm12, xmm1, [rax]	c5701420	
vunpcklps xmm12, xmm1, [r13 + r14*2]	c4017014647500	
vunpcklps xmm12, xmm12, xmm1	c51814e1	
vunpcklps xmm12, xmm12, xmm12	c4411814e4	
vunpcklps xmm12, xmm12, [rax]	c5181420	
vunpcklps xmm12, xmm12, [r13 + r14*2]	c4011814647500	
vunpcklps ymm1, ymm1, ymm1	c5f414c9	
vunpcklps ymm1, ymm1, ymm12	c4c17414cc	
vunpcklps ymm1, ymm1, [rax]	c5f41408	
vunpcklps ymm1, ymm1, [r13 + r14*2]	c48174144c7500	
vunpcklps ymm1, ymm12, ymm1	c59c14c9	
vunpcklps ymm1, ymm12, ymm12	c4c11c14cc	
vunpcklps ymm1, ymm12, [rax]	c59c1408	
vunpcklps ymm1, ymm12, [r13 + r14*2]	c4811c144c7500	
vunpcklps ymm12, ymm1, ymm1	c57414e1	
vunpcklps ymm12, ymm1, ymm12	c4417414e4	
vunpcklps ymm12, ymm1, [rax]	c5741420	
